"","bidirectId","centrality_pre","centrality_post","geom_length","pre_scenario","post_scenario"
"28634",78855,523,484,0.196036312510757,"[1-726]","[1-726]"
"28635",78855,523,484,0.196036312510757,"[1-726]","[1-726]"
"28636",78855,523,484,0.196036312510757,"[1-726]","[1-726]"
"28637",78855,523,484,0.196036312510757,"[1-726]","[1-726]"
"28638",78856,497,458,0.0880739502795372,"[1-726]","[1-726]"
"28639",78856,497,458,0.0880739502795372,"[1-726]","[1-726]"
"28640",78856,497,458,0.0880739502795372,"[1-726]","[1-726]"
"28641",78856,497,458,0.0880739502795372,"[1-726]","[1-726]"
"28642",78885,299,0,0.183978943021276,"[1-726]","[0]"
"28643",78958,825,708,0.0418074869830578,"[726-2114]","[1-726]"
"28644",78958,825,708,0.0418074869830578,"[726-2114]","[1-726]"
"28645",78958,825,708,0.0418074869830578,"[726-2114]","[1-726]"
"28646",78958,825,708,0.0418074869830578,"[726-2114]","[1-726]"
"28647",79012,425,0,0.0357826764810561,"[1-726]","[0]"
"28648",79012,425,0,0.0357826764810561,"[1-726]","[0]"
"28649",79020,224,256,0.0483065054522976,"[1-726]","[1-726]"
"28650",79024,224,256,0.0258058703440263,"[1-726]","[1-726]"
"28651",79026,929,1017,0.0264207679215842,"[726-2114]","[726-2114]"
"28652",79026,929,1017,0.0264207679215842,"[726-2114]","[726-2114]"
"28653",79026,929,1017,0.0264207679215842,"[726-2114]","[726-2114]"
"28654",79026,929,1017,0.0264207679215842,"[726-2114]","[726-2114]"
"28655",79027,929,1017,0.0696964039138643,"[726-2114]","[726-2114]"
"28656",79027,929,1017,0.0696964039138643,"[726-2114]","[726-2114]"
"28657",79027,929,1017,0.0696964039138643,"[726-2114]","[726-2114]"
"28658",79027,929,1017,0.0696964039138643,"[726-2114]","[726-2114]"
"28659",79031,338,211,0.0553328378601931,"[1-726]","[1-726]"
"28660",79031,338,211,0.0553328378601931,"[1-726]","[1-726]"
"28661",79031,338,211,0.0553328378601931,"[1-726]","[1-726]"
"28662",79031,338,211,0.0553328378601931,"[1-726]","[1-726]"
"28663",79035,550,580,0.0647428090307619,"[1-726]","[1-726]"
"28664",79035,550,580,0.0647428090307619,"[1-726]","[1-726]"
"28665",79035,550,580,0.0647428090307619,"[1-726]","[1-726]"
"28666",79035,550,580,0.0647428090307619,"[1-726]","[1-726]"
"28667",79085,253,346,0.0475141720139578,"[1-726]","[1-726]"
"28668",79085,253,346,0.0475141720139578,"[1-726]","[1-726]"
"28669",79085,253,346,0.0475141720139578,"[1-726]","[1-726]"
"28670",79085,253,346,0.0475141720139578,"[1-726]","[1-726]"
"28671",79087,253,346,0.101620315217981,"[1-726]","[1-726]"
"28672",79087,253,346,0.101620315217981,"[1-726]","[1-726]"
"28673",79087,253,346,0.101620315217981,"[1-726]","[1-726]"
"28674",79087,253,346,0.101620315217981,"[1-726]","[1-726]"
"28675",79095,522,277,0.0517733464522304,"[1-726]","[1-726]"
"28676",79109,596,0,0.0506014170676941,"[1-726]","[0]"
